EntityID,entity_Labels,entity_text,
1478,"['__Entity__', 'Behavior']",habitudes de mobilité,
1479,"['__Entity__', 'Transport Service']",nouvelle offre ferroviaire,
1480,"['__Entity__', 'Location']",haltes et gares du Léman Express,
1481,"['__Entity__', 'Region']",région,
1482,"['__Entity__', 'Measure']",mesures d’accompagnement,
1483,"['__Entity__', 'Traffic Jam']",bouchons,
1484,"['__Entity__', 'Behavior']",comportements,
1485,"['__Entity__', 'Project']",projets,
1486,"['__Entity__', 'Transport Network']",réseau de transports collectifs,
1487,"['__Entity__', 'Time']",temps de parcours,
1488,"['__Entity__', 'Location']",pôles de l’agglomération,
1489,"['__Entity__', 'Movement']",déplacements,
1491,"['__Entity__', 'Deployment']",déploiement de la LMCE,
1492,"['__Entity__', 'Measure']",réorganisation de la mobilité selon les principes de la LMCE,
1493,"['__Entity__', 'Report']",report modal,
1494,"['__Entity__', 'Measure']",amélioration de l’offre,
1495,"['__Entity__', 'Line']",lignes en correspondance,
1496,"['__Entity__', 'Plan']",Plan d’Action pour les Transports Collectifs (PATC),
1497,"['__Entity__', 'Organization']",Grand Conseil,
1498,"['__Entity__', 'Measure']",ensemble de mesures complémentaires,
1499,"['__Entity__', 'Mobility']",mobilité par zone,
1502,"['__Entity__', 'Transportation_Infrastructure']",Middle_Belt,
1503,"['__Entity__', 'Transportation_Infrastructure']",Agglomeration_Project,
1504,"['__Entity__', 'Transportation_Mean']",Railway,
1505,"['__Entity__', 'Transportation_Infrastructure']",Mobility,
1506,"['__Entity__', 'Transportation_Network']",PATC,
1507,"['__Entity__', 'City']",LIGNY,
1508,"['__Entity__', 'Law', 'Transportation_Policy']",LMCE,
1509,"['__Entity__', 'Transportation_Infrastructure']",Transportation_Modes,
1510,"['__Entity__', 'Transportation_Policy']",HERMANCE,
1512,"['__Entity__', 'Area']",Zone hypercentre,
1513,"['__Entity__', 'Bus', 'BusLine']",Bus Veyrier / Champel / Grands Esserts,
1514,"['__Entity__', 'Bike Lane']",U-Lacustre cyclable,
1515,"['__Entity__', 'Measure', 'Road']",Voie verte d’agglomération,
1516,"['__Entity__', 'Law']",LOI POUR UNE MOBILITÉ COHÉRENTE ET ÉQUILIBRÉE : MISE EN ŒUVRE,
1517,"['__Entity__', 'Road']",Moyenne ceinture,
1518,"['__Entity__', 'Area']",Zone centres urbains,
1519,"['__Entity__', 'Bus']",Bus Axe Frontenex,
1521,"['__Entity__', 'Location']",CARTIGNY,
1522,"['__Entity__', 'Location']",LANCY,
1523,"['__Entity__', 'Concept']",SCAN_CAR,
1524,"['__Entity__', 'Concept']",MOBILITÉ_DOUCE,
1525,"['__Entity__', 'Location']",CAROUGE,
1526,"['__Entity__', 'Concept']",TRANSPORTS_COLLECTIFS,
1527,"['__Entity__', 'BusLine']",Bus Vernier-Genève,
1528,"['__Entity__', 'Location']",CONFIGNON,
1529,"['__Entity__', 'Concept']",TRANSPORT_PUBLIC,
1530,"['__Entity__', 'TramLine']",Tram Grand-Saconnex,
1531,"['__Entity__', 'Location']",VEYRIER,
1532,"['__Entity__', 'Concept']",STATIONNEMENT,
1533,"['__Entity__', 'TramLine']",Tram St-Julien-en-Genevois,
1534,"['__Entity__', 'Location', 'Place']",Place des Charmilles,
1535,"['__Entity__', 'Location']",AIRE-LA-VILLE,
1536,"['__Entity__', 'Location']",ERNCEXarouge-Rondeau,
1537,"['__Entity__', 'Concept']",VOITURE,
1538,"['__Entity__', 'Location']",CHÊNE-BOUGERIES,
1539,"['__Entity__', 'Location']",PLAN-LES-OUATES,
1541,"['__Entity__', 'Plan']",Plans de mobilité,
1542,"['__Entity__', 'Policy']",Fiscaliser les places de stationnement gratuites sur le lieu de travail,
1543,"['__Entity__', 'Area']",Zones urbaines,
1544,"['__Entity__', 'Number']",Nombre de places de parking,
1545,"['__Entity__', 'Transportation Mode']",Modes doux,
1546,"['__Entity__', 'Regulation']",RPFSP,
1547,"['__Entity__', 'Government Organization']",Conseil d'État,
1548,"['__Entity__', 'Ratio']",Ratios,
1549,"['__Entity__', 'Law']",Priorisation des zones de la loi pour une mobilité cohérente et équilibrée (LMCE),
1553,"['__Entity__', 'Number']",40,
1554,"['__Entity__', 'Number']",300,
1555,"['__Entity__', 'Number']",1000,
1556,"['__Entity__', 'Number']",590,
1557,"['__Entity__', 'Parking']",Trèfle Blanc,
1558,"['__Entity__', 'Number']",1200,
1559,"['__Entity__', 'Location', 'Stationnement vélos']",La Plaine,
1563,"['__Entity__', 'Improvement']",cheminements pour les cycles,
1564,"['__Entity__', 'ResidentialArea']",Bernex-Est,
1565,"['__Entity__', 'Infrastructure']",axe fort pour les transports publics,
1566,"['__Entity__', 'Infrastructure']",route de Pré-Bois,
1567,"['__Entity__', 'Improvement']",cheminements pour les piétons,
1568,"['__Entity__', 'ResidentialArea']",Les Grands Esserts,
1569,"['__Entity__', 'Improvement']",aménagements en faveur des transports publics,
1570,"['__Entity__', 'ResidentialArea']",Communaux d’Ambilly,
1571,"['__Entity__', 'ResidentialArea']",Les Vergers,
1572,"['__Entity__', 'Infrastructure']",axes forts,
1573,"['__Entity__', 'ResidentialArea']",Les Cherpines,
1574,"['__Entity__', 'Improvement']",aménagements paysagers,
1576,"['__Entity__', 'Project']",Extension du tram 12,
1577,"['__Entity__', 'Location']",Perly – Saint-Julien-en-Genevois,
1578,"['__Entity__', 'Project']",Bus à haut niveau de service,
1579,"['__Entity__', 'Location']",Frontenex,
1580,"['__Entity__', 'Location']",Champel – Grands Esserts,
1581,"['__Entity__', 'Project']",Liaison ferroviaire Cornavin – Eaux-Vives – Annemasse,
1582,"['__Entity__', 'Measure']",230 km de ligne,
1583,"['__Entity__', 'Location']",Carouge – Grands Esserts – Veyrier,
1584,"['__Entity__', 'Location']",Genève – Vernier – ZIMEYSAVER,
1585,"['__Entity__', 'Project']",Extension du tram 14,
1586,"['__Entity__', 'Location']",Bernex – En Vailly,
1587,"['__Entity__', 'Project']",Ligne urbaine,
1589,"['__Entity__', 'Year', 'Date']",2023,
1590,"['__Entity__', 'Road']",Boulevard des Abarois,
1591,"['__Entity__', 'Infrastructure']",Gare de Cornavin,
1592,"['__Entity__', 'Road']",route d’Annecy,
1593,"['__Entity__', 'Date']",fin 2022,
1594,"['__Entity__', 'Location']",Bernex Nord,
1595,"['__Entity__', 'Road']",Barreau routier du plateau de Monfleury,
1596,"['__Entity__', 'Road']",Liaisons routières de Genève Sud - L1,
1597,"['__Entity__', 'Date']",2031,
1598,"['__Entity__', 'Date']",fin 2024,
1599,"['__Entity__', 'Location']",Communaux d'Ambilly,
1600,"['__Entity__', 'Road']",Liaisons routières de Genève Sud - L2,
1601,"['__Entity__', 'Date']",fin 2023,
1602,"['__Entity__', 'Location']",Canada,
1603,"['__Entity__', 'Road']",Demi-jonction autoroutière de Vernier,
1604,"['__Entity__', 'Location']",Vengeron,
1605,"['__Entity__', 'Location']",P47,
1606,"['__Entity__', 'Date']",fin 2025,
1607,"['__Entity__', 'Road']",Construction d’un accès routier,
1608,"['__Entity__', 'Road']",Autoroute de contournement,
1609,"['__Entity__', 'Road']",autoroute,
1610,"['__Entity__', 'Road']",Jonction autoroutière du Grand-Saconnex,
1611,"['__Entity__', 'Node']",route de Pierre-Grand,
1612,"['__Entity__', 'Vehicle']",Télécabine urbain Bardonnex,
1613,"['__Entity__', 'Road']",route de Saconnex-d’Arve,
1615,"['__Entity__', 'Road']",autoroute de contournement,
1616,"['__Entity__', 'Year']",2025,
1617,"['__Entity__', 'Year']",après 2030,
1618,"['__Entity__', 'Road']",bouclement autoroutier,
1619,"['__Entity__', 'Event']",mise en service intégrale du Léman Express,
1620,"['__Entity__', 'Year']",2027,
1621,"['__Entity__', 'Road']",jonction de Lancy-Sud,
1622,"['__Entity__', 'Road']",jonction autoroutière,
1623,"['__Entity__', 'Year']",2028,
1624,"['__Entity__', 'Year']",2040,
1625,"['__Entity__', 'Road']",la route de Pierre-Grand,
1627,"['__Entity__', 'Measure']",Aménagement de l’interface de Chêne-Bourg,
1628,"['__Entity__', 'Measure']",Mise en place de la ligne 17 Annemasse - Genève,
1629,"['__Entity__', 'Measure']",Construction d’une vélostation de 250 places et 164 places vélo prévues sur l’espace public,
1630,"['__Entity__', 'Website']",www.ceva.ch,
1631,"['__Entity__', 'Measure']",Construction de 50 places P+R,
1632,"['__Entity__', 'Measure']",Réalisation d’un maillage mobilité douce et d’aménagements paysagers dans la centralité des Trois-Chêne,
1633,"['__Entity__', 'Measure']",Construction de 100 places P+R,
1634,"['__Entity__', 'Measure']",Création des lignes 38 et H et modification des tracés des lignes C et 31,
1635,"['__Entity__', 'Measure']",Modification du tracé de la T,
1636,"['__Entity__', 'Measure']",Construction d’une vélostation de 500 places,
1637,"['__Entity__', 'Measure']",Construction d’une vélostation de 230 places,
1638,"['__Entity__', 'Measure']",Aménagement de 135 places pour deux-roues motorisées dans le parking souterrain,
1641,"['__Entity__', 'Infrastructure']",P+R de l’Étoile,
1642,"['__Entity__', 'Line']",Ligne 62,
1643,"['__Entity__', 'Line']",Ligne 42,
1644,"['__Entity__', 'Infrastructure']",Avenue de la Praille,
1645,"['__Entity__', 'Line']",Ligne K,
1646,"['__Entity__', 'Infrastructure']",Piste cyclable sur la route de la Chapelle,
1647,"['__Entity__', 'TransportLine', 'Line']",Ligne 43,
1648,"['__Entity__', 'Infrastructure']",Promenade des Crêtes,
1649,"['__Entity__', 'Infrastructure', 'Facility']",Aménagements cyclables,
1650,"['__Entity__', 'Location']",Route de la Chapelle,
1651,"['__Entity__', 'Infrastructure']",Passage sous la route du Grand-Lancy,
1652,"['__Entity__', 'Line']",Ligne J,
1653,"['__Entity__', 'Location']",Jacques-Grosselin,
1654,"['__Entity__', 'Infrastructure']",Piste cyclable,
1655,"['__Entity__', 'Location']",Chemin des Palettes,
1656,"['__Entity__', 'Infrastructure']",Interface de Lancy-Pont-Rouge,
1658,"['__Entity__', 'TransportMeasure']",Création de la ligne Y : Avusy – Soral,
1659,"['__Entity__', 'TransportMeasure']",Aménagement de 200 places P+R,
1660,"['__Entity__', 'TransportMeasure']",92 places P+R,
1661,"['__Entity__', 'TransportLine']",Ligne T,
1662,"['__Entity__', 'TransportLine']",Ligne X,
1663,"['__Entity__', 'TransportMeasure']",Projet CFF d’aménagement d’un « Hub mobilité » incluant un P+R de 200 places,
1664,"['__Entity__', 'TransportLine']",Ligne P,
1665,"['__Entity__', 'TransportMeasure']",Optimisation des espaces publics pour l’accessibilité à la gare de Satigny,
1666,"['__Entity__', 'TransportLine']",Ligne S,
1667,"['__Entity__', 'TransportLine']",Ligne 54,
1668,"['__Entity__', 'TransportMeasure']",Passage inférieur pour mobilité douce,
1669,"['__Entity__', 'TransportLine']",Ligne W,
1670,"['__Entity__', 'TransportLine']",Ligne 21,
1671,"['__Entity__', 'TransportMeasure']",Parking couvert de 36 places vélos dans le cadre du projet d’aménagement de la gare,
1672,"['__Entity__', 'Location']",Satigny,
1673,"['__Entity__', 'TransportMeasure']",Couvert vélos de 25 places dans le cadre des travaux de réaménagement du parvis de la gare,
1674,"['__Entity__', 'TransportMeasure']",Intégration dans une zone 30km/h de la route cantonale située devant la gare,
1676,"['__Entity__', 'TransportLine']",BHNS Genève – Vernier – Zimeysa,
1677,"['__Entity__', 'TransportLine']",Itinéraire modes doux reliant Meyrin Village,
1678,"['__Entity__', 'TransportLine']",Ligne 56,
1679,"['__Entity__', 'Place']",VERNIER,
1680,"['__Entity__', 'Place']",ZIMEYSA,
1681,"['__Entity__', 'Place']",MEYRIN,
1682,"['__Entity__', 'TransportLine']",Ligne 57,
1685,"['__Entity__', 'Place']",Versoix,
1686,"['__Entity__', 'Place']",Avenue de la Paix,
1687,"['__Entity__', 'Facility']",Stationnements vélos,
1688,"['__Entity__', 'Place']",Les Tuileries,
1689,"['__Entity__', 'Place']",Gare Genthod-Belleveue,
1690,"['__Entity__', 'Facility']",Stationnement vélos,
1691,"['__Entity__', 'Place']",Chambésy,
1692,"['__Entity__', 'Facility']",Aménagements mobilité douce,
1693,"['__Entity__', 'Place']",Genthod-Belleveue,
1694,"['__Entity__', 'Place']",Gare Versoix,
1695,"['__Entity__', 'Facility']",Aménagements P+R,
1697,"['__Entity__', 'Infrastructure']",Feux,
1698,"['__Entity__', 'Infrastructure']",Aménagement cyclable,
1699,"['__Entity__', 'Location']",Moyenne ceinture routière,
1700,"['__Entity__', 'Infrastructure']",Giratoires Motta/Dunand,
1701,"['__Entity__', 'Street']",Rue des Terreaux-du-Temple,
1702,"['__Entity__', 'Street']",avenue de la Paix,
1703,"['__Entity__', 'Location']",Halte 3,
1704,"['__Entity__', 'Transport']",Ligne F,
1705,"['__Entity__', 'Infrastructure']",Parking,
1706,"['__Entity__', 'Street']",Rue des Alpes,
1707,"['__Entity__', 'Location']",Meyrin Village,
1708,"['__Entity__', 'Infrastructure']",Aménagement P+R,
1709,"['__Entity__', 'Location']",GENÈVE-SÉCHERON,
1710,"['__Entity__', 'Infrastructure']",Carrefour à feux,
1711,"['__Entity__', 'Infrastructure']",Aménagement mobilité douce,
1712,"['__Entity__', 'Infrastructure']",Giratoires Pailly/Crozets,
1713,"['__Entity__', 'Transport']",Ligne 28,
